"DateKey","Date","FullDateUK","FullDateUSA","DayOfMonth","DaySuffix","DayName","DayOfWeekUSA","DayOfWeekUK","DayOfWeekInMonth","DayOfWeekInYear","DayOfQuarter","DayOfYear","WeekOfMonth","WeekOfQuarter","WeekOfYear","Month","MonthName","MonthOfQuarter","Quarter","QuarterName","Year","YearName","MonthYear","MMYYYY","FirstDayOfMonth","LastDayOfMonth","FirstDayOfQuarter","LastDayOfQuarter","FirstDayOfYear","LastDayOfYear","IsHolidayUSA","IsWeekday","HolidayUSA","IsHolidayUK","HolidayUK","FiscalDayOfYear","FiscalWeekOfYear","FiscalMonth","FiscalQuarter","FiscalQuarterName","FiscalYear","FiscalYearName","FiscalMonthYear","FiscalMMYYYY","FiscalFirstDayOfMonth","FiscalLastDayOfMonth","FiscalFirstDayOfQuarter","FiscalLastDayOfQuarter","FiscalFirstDayOfYear","FiscalLastDayOfYear"
20130301,2013-03-01 00:00:00.000,01/03/2013,03/01/2013,1,1st,Thu 6,6,5,1,9,9,60,1,9,9,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,55,8,2,1,First,2013,FY 2013,"Feb-2013  ",022013,2013-02-03,2013-03-09,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130302,2013-03-02 00:00:00.000,02/03/2013,03/02/2013,2,2nd,Thu 7,7,6,1,9,9,61,1,9,9,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,0,NULL,0,NULL,56,8,2,1,First,2013,FY 2013,"Feb-2013  ",022013,2013-02-03,2013-03-09,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130303,2013-03-03 00:00:00.000,03/03/2013,03/03/2013,3,3rd,Chu Nhat,1,7,1,9,9,62,2,9,10,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,0,NULL,0,NULL,57,9,2,1,First,2013,FY 2013,"Feb-2013  ",022013,2013-02-03,2013-03-09,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130304,2013-03-04 00:00:00.000,04/03/2013,03/04/2013,4,4th,Thu 2,2,1,1,9,9,63,2,9,10,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,58,9,2,1,First,2013,FY 2013,"Feb-2013  ",022013,2013-02-03,2013-03-09,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130305,2013-03-05 00:00:00.000,05/03/2013,03/05/2013,5,5th,Thu 3,3,2,1,10,10,64,2,10,10,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,59,9,2,1,First,2013,FY 2013,"Feb-2013  ",022013,2013-02-03,2013-03-09,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130306,2013-03-06 00:00:00.000,06/03/2013,03/06/2013,6,6th,Thu 4,4,3,1,10,10,65,2,10,10,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,60,9,2,1,First,2013,FY 2013,"Feb-2013  ",022013,2013-02-03,2013-03-09,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130307,2013-03-07 00:00:00.000,07/03/2013,03/07/2013,7,7th,Thu 5,5,4,1,10,10,66,2,10,10,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,61,9,2,1,First,2013,FY 2013,"Feb-2013  ",022013,2013-02-03,2013-03-09,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130308,2013-03-08 00:00:00.000,08/03/2013,03/08/2013,8,8th,Thu 6,6,5,2,10,10,67,2,10,10,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,62,9,2,1,First,2013,FY 2013,"Feb-2013  ",022013,2013-02-03,2013-03-09,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130309,2013-03-09 00:00:00.000,09/03/2013,03/09/2013,9,9th,Thu 7,7,6,2,10,10,68,2,10,10,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,0,NULL,0,NULL,63,9,2,1,First,2013,FY 2013,"Feb-2013  ",022013,2013-02-03,2013-03-09,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130310,2013-03-10 00:00:00.000,10/03/2013,03/10/2013,10,10th,Chu Nhat,1,7,2,10,10,69,3,10,11,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,0,NULL,0,NULL,64,10,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130311,2013-03-11 00:00:00.000,11/03/2013,03/11/2013,11,11th,Thu 2,2,1,2,10,10,70,3,10,11,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,65,10,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130312,2013-03-12 00:00:00.000,12/03/2013,03/12/2013,12,12th,Thu 3,3,2,2,11,11,71,3,11,11,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,66,10,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130313,2013-03-13 00:00:00.000,13/03/2013,03/13/2013,13,13th,Thu 4,4,3,2,11,11,72,3,11,11,3,Thang 3,3,1,First,2013,CY 2013,Mar-2013,032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,67,10,3,1,First,2013,FY 2013,Mar-2013,032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130314,2013-03-14 00:00:00.000,14/03/2013,03/14/2013,14,14th,Thu 5,5,4,2,11,11,73,3,11,11,3,Thang 3,3,1,First,2013,CY 2013,Mar-2013,032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,68,10,3,1,First,2013,FY 2013,Mar-2013,032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130315,2013-03-15 00:00:00.000,15/03/2013,03/15/2013,15,15th,Thu 6,6,5,3,11,11,74,3,11,11,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,69,10,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130316,2013-03-16 00:00:00.000,16/03/2013,03/16/2013,16,16th,Thu 7,7,6,3,11,11,75,3,11,11,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,0,NULL,0,NULL,70,10,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130317,2013-03-17 00:00:00.000,17/03/2013,03/17/2013,17,17th,Chu Nhat,1,7,3,11,11,76,4,11,12,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,1,0,Saint Patrick's Day,0,NULL,71,11,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130318,2013-03-18 00:00:00.000,18/03/2013,03/18/2013,18,18th,Thu 2,2,1,3,11,11,77,4,11,12,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,72,11,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130319,2013-03-19 00:00:00.000,19/03/2013,03/19/2013,19,19th,Thu 3,3,2,3,12,12,78,4,12,12,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,73,11,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130320,2013-03-20 00:00:00.000,20/03/2013,03/20/2013,20,20th,Thu 4,4,3,3,12,12,79,4,12,12,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,74,11,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130321,2013-03-21 00:00:00.000,21/03/2013,03/21/2013,21,21st,Thu 5,5,4,3,12,12,80,4,12,12,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,75,11,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130322,2013-03-22 00:00:00.000,22/03/2013,03/22/2013,22,22nd,Thu 6,6,5,4,12,12,81,4,12,12,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,76,11,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130323,2013-03-23 00:00:00.000,23/03/2013,03/23/2013,23,23rd,Thu 7,7,6,4,12,12,82,4,12,12,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,0,NULL,0,NULL,77,11,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130324,2013-03-24 00:00:00.000,24/03/2013,03/24/2013,24,24th,Chu Nhat,1,7,4,12,12,83,5,12,13,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,0,NULL,0,NULL,78,12,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130325,2013-03-25 00:00:00.000,25/03/2013,03/25/2013,25,25th,Thu 2,2,1,4,12,12,84,5,12,13,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,79,12,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130326,2013-03-26 00:00:00.000,26/03/2013,03/26/2013,26,26th,Thu 3,3,2,4,13,13,85,5,13,13,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,80,12,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130327,2013-03-27 00:00:00.000,27/03/2013,03/27/2013,27,27th,Thu 4,4,3,4,13,13,86,5,13,13,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,81,12,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130328,2013-03-28 00:00:00.000,28/03/2013,03/28/2013,28,28th,Thu 5,5,4,4,13,13,87,5,13,13,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,82,12,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130329,2013-03-29 00:00:00.000,29/03/2013,03/29/2013,29,29th,Thu 6,6,5,5,13,13,88,5,13,13,3,Thang 3,3,1,First,2013,CY 2013,Mar-2013,032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,1,NULL,0,NULL,83,12,3,1,First,2013,FY 2013,Mar-2013,032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130330,2013-03-30 00:00:00.000,30/03/2013,03/30/2013,30,30th,Thu 7,7,6,5,13,13,89,5,13,13,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,0,NULL,0,NULL,84,12,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130331,2013-03-31 00:00:00.000,31/03/2013,03/31/2013,31,31st,Chu Nhat,1,7,5,13,13,90,6,13,14,3,Thang 3,3,1,First,2013,CY 2013,"Mar-2013  ",032013,2013-03-01,2013-03-31,2013-01-01,2013-03-31,2013-01-01,2013-12-31,0,0,NULL,0,NULL,85,13,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130401,2013-04-01 00:00:00.000,01/04/2013,04/01/2013,1,1st,Thu 2,2,1,1,13,1,91,1,1,14,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,86,13,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130402,2013-04-02 00:00:00.000,02/04/2013,04/02/2013,2,2nd,Thu 3,3,2,1,14,1,92,1,1,14,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,87,13,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130403,2013-04-03 00:00:00.000,03/04/2013,04/03/2013,3,3rd,Thu 4,4,3,1,14,1,93,1,1,14,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,88,13,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130404,2013-04-04 00:00:00.000,04/04/2013,04/04/2013,4,4th,Thu 5,5,4,1,14,1,94,1,1,14,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,89,13,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130405,2013-04-05 00:00:00.000,05/04/2013,04/05/2013,5,5th,Thu 6,6,5,1,14,1,95,1,1,14,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,90,13,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130406,2013-04-06 00:00:00.000,06/04/2013,04/06/2013,6,6th,Thu 7,7,6,1,14,1,96,1,1,14,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,91,13,3,1,First,2013,FY 2013,"Mar-2013  ",032013,2013-03-10,2013-04-06,2013-01-06,2013-04-06,2013-01-06,2014-01-04
20130407,2013-04-07 00:00:00.000,07/04/2013,04/07/2013,7,7th,Chu Nhat,1,7,1,14,1,97,2,1,15,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,92,14,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130408,2013-04-08 00:00:00.000,08/04/2013,04/08/2013,8,8th,Thu 2,2,1,2,14,2,98,2,2,15,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,93,14,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130409,2013-04-09 00:00:00.000,09/04/2013,04/09/2013,9,9th,Thu 3,3,2,2,15,2,99,2,2,15,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,94,14,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130410,2013-04-10 00:00:00.000,10/04/2013,04/10/2013,10,10th,Thu 4,4,3,2,15,2,100,2,2,15,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,95,14,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130411,2013-04-11 00:00:00.000,11/04/2013,04/11/2013,11,11th,Thu 5,5,4,2,15,2,101,2,2,15,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,96,14,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130412,2013-04-12 00:00:00.000,12/04/2013,04/12/2013,12,12th,Thu 6,6,5,2,15,2,102,2,2,15,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,97,14,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130413,2013-04-13 00:00:00.000,13/04/2013,04/13/2013,13,13th,Thu 7,7,6,2,15,2,103,2,2,15,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,98,14,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130414,2013-04-14 00:00:00.000,14/04/2013,04/14/2013,14,14th,Chu Nhat,1,7,2,15,2,104,3,2,16,4,Thang 4,1,2,Second,2013,CY 2013,Apr-2013,042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,99,15,4,2,Second,2013,FY 2013,Apr-2013,042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130415,2013-04-15 00:00:00.000,15/04/2013,04/15/2013,15,15th,Thu 2,2,1,3,15,3,105,3,3,16,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,100,15,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130416,2013-04-16 00:00:00.000,16/04/2013,04/16/2013,16,16th,Thu 3,3,2,3,16,3,106,3,3,16,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,101,15,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130417,2013-04-17 00:00:00.000,17/04/2013,04/17/2013,17,17th,Thu 4,4,3,3,16,3,107,3,3,16,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,102,15,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130418,2013-04-18 00:00:00.000,18/04/2013,04/18/2013,18,18th,Thu 5,5,4,3,16,3,108,3,3,16,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,1,Good Friday,103,15,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130419,2013-04-19 00:00:00.000,19/04/2013,04/19/2013,19,19th,Thu 6,6,5,3,16,3,109,3,3,16,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,104,15,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130420,2013-04-20 00:00:00.000,20/04/2013,04/20/2013,20,20th,Thu 7,7,6,3,16,3,110,3,3,16,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,105,15,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130421,2013-04-21 00:00:00.000,21/04/2013,04/21/2013,21,21st,Chu Nhat,1,7,3,16,3,111,4,3,17,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,0,NULL,1,Easter Monday,106,16,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130422,2013-04-22 00:00:00.000,22/04/2013,04/22/2013,22,22nd,Thu 2,2,1,4,16,4,112,4,4,17,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,107,16,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130423,2013-04-23 00:00:00.000,23/04/2013,04/23/2013,23,23rd,Thu 3,3,2,4,17,4,113,4,4,17,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,108,16,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130424,2013-04-24 00:00:00.000,24/04/2013,04/24/2013,24,24th,Thu 4,4,3,4,17,4,114,4,4,17,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,109,16,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130425,2013-04-25 00:00:00.000,25/04/2013,04/25/2013,25,25th,Thu 5,5,4,4,17,4,115,4,4,17,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,110,16,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130426,2013-04-26 00:00:00.000,26/04/2013,04/26/2013,26,26th,Thu 6,6,5,4,17,4,116,4,4,17,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,111,16,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130427,2013-04-27 00:00:00.000,27/04/2013,04/27/2013,27,27th,Thu 7,7,6,4,17,4,117,4,4,17,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,112,16,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130428,2013-04-28 00:00:00.000,28/04/2013,04/28/2013,28,28th,Chu Nhat,1,7,4,17,4,118,5,4,18,4,Thang 4,1,2,Second,2013,CY 2013,"Apr-2013  ",042013,2013-04-01,2013-04-30,2013-04-01,2013-06-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,113,17,4,2,Second,2013,FY 2013,"Apr-2013  ",042013,2013-04-07,2013-05-04,2013-04-07,2013-07-06,2013-01-06,2014-01-04
